Route_ID,State,Zone_ID,Route_Source,Patrol_Type,Risk_Level,Hotspot_Score,Crime_Count,Patrol_Date,Patrol_Shift,Start_Hour,Start_Latitude,Start_Longitude,End_Latitude,End_Longitude,Total_Checkpoints,Route_Checkpoints,Distance_KM,Estimated_Duration_Minutes,Assigned_Officers,Vehicle_Type,Route_Status
ROUTE000041,Andaman and Nicobar Islands,Zone_51,Historical,High-Risk Patrol,HIGH,52.48,98,2026-09-10,Night,22,11.7356,92.66429,11.743448,92.69231,7,"[{""checkpoint"": 1, ""latitude"": 11.7356, ""longitude"": 92.66429}, {""checkpoint"": 2, ""latitude"": 11.744528, ""longitude"": 92.679017}, {""checkpoint"": 3, ""latitude"": 11.743711, ""longitude"": 92.675869}, {""checkpoint"": 4, ""latitude"": 11.730801, ""longitude"": 92.689023}, {""checkpoint"": 5, ""latitude"": 11.734448, ""longitude"": 92.69027}, {""checkpoint"": 6, ""latitude"": 11.735341, ""longitude"": 92.697095}, {""checkpoint"": 7, ""latitude"": 11.743448, ""longitude"": 92.69231}]",15.01,24,5,Police Jeep,Scheduled
ROUTE000042,Andaman and Nicobar Islands,Zone_6,Historical,High-Risk Patrol,HIGH,54.27,99,2027-01-01,Night,20,11.750745,92.670965,11.775524,92.638005,7,"[{""checkpoint"": 1, ""latitude"": 11.750745, ""longitude"": 92.670965}, {""checkpoint"": 2, ""latitude"": 11.761372, ""longitude"": 92.68373}, {""checkpoint"": 3, ""latitude"": 11.762239, ""longitude"": 92.669384}, {""checkpoint"": 4, ""latitude"": 11.773809, ""longitude"": 92.661059}, {""checkpoint"": 5, ""latitude"": 11.763847, ""longitude"": 92.651502}, {""checkpoint"": 6, ""latitude"": 11.7779, ""longitude"": 92.646014}, {""checkpoint"": 7, ""latitude"": 11.775524, ""longitude"": 92.638005}]",8.95,15,4,Police SUV,Cancelled
ROUTE000043,Andaman and Nicobar Islands,Zone_56,AI Predicted,High-Risk Patrol,HIGH,61.27,105,2027-03-29,Night,20,11.768312,92.689368,11.773353,92.706667,4,"[{""checkpoint"": 1, ""latitude"": 11.768312, ""longitude"": 92.689368}, {""checkpoint"": 2, ""latitude"": 11.770071, ""longitude"": 92.698494}, {""checkpoint"": 3, ""latitude"": 11.78438, ""longitude"": 92.706935}, {""checkpoint"": 4, ""latitude"": 11.773353, ""longitude"": 92.706667}]",15.57,47,4,Police SUV,Scheduled
ROUTE000044,Andaman and Nicobar Islands,Zone_48,AI Predicted,Preventive Patrol,MEDIUM,34.04,85,2027-05-01,Morning,6,11.74492,92.640294,11.790108,92.623712,6,"[{""checkpoint"": 1, ""latitude"": 11.74492, ""longitude"": 92.640294}, {""checkpoint"": 2, ""latitude"": 11.752408, ""longitude"": 92.648927}, {""checkpoint"": 3, ""latitude"": 11.756508, ""longitude"": 92.643333}, {""checkpoint"": 4, ""latitude"": 11.770103, ""longitude"": 92.634449}, {""checkpoint"": 5, ""latitude"": 11.783819, ""longitude"": 92.623818}, {""checkpoint"": 6, ""latitude"": 11.790108, ""longitude"": 92.623712}]",18.0,45,3,Police Motorcycle,Completed
ROUTE000045,Andaman and Nicobar Islands,Zone_9,Historical,Preventive Patrol,MEDIUM,44.13,92,2027-01-27,Evening,18,11.774312,92.688552,11.796582,92.705375,5,"[{""checkpoint"": 1, ""latitude"": 11.774312, ""longitude"": 92.688552}, {""checkpoint"": 2, ""latitude"": 11.780619, ""longitude"": 92.694073}, {""checkpoint"": 3, ""latitude"": 11.786178, ""longitude"": 92.682313}, {""checkpoint"": 4, ""latitude"": 11.782985, ""longitude"": 92.693561}, {""checkpoint"": 5, ""latitude"": 11.796582, ""longitude"": 92.705375}]",10.23,25,4,Police Car,Scheduled
ROUTE000046,Andaman and Nicobar Islands,Zone_15,AI Predicted,Routine Patrol,MEDIUM,42.52,93,2026-09-19,Night,0,11.722037,92.675657,11.736543,92.638546,7,"[{""checkpoint"": 1, ""latitude"": 11.722037, ""longitude"": 92.675657}, {""checkpoint"": 2, ""latitude"": 11.733768, ""longitude"": 92.662582}, {""checkpoint"": 3, ""latitude"": 11.730885, ""longitude"": 92.655617}, {""checkpoint"": 4, ""latitude"": 11.743759, ""longitude"": 92.658472}, {""checkpoint"": 5, ""latitude"": 11.73468, ""longitude"": 92.653087}, {""checkpoint"": 6, ""latitude"": 11.741558, ""longitude"": 92.63839}, {""checkpoint"": 7, ""latitude"": 11.736543, ""longitude"": 92.638546}]",6.98,11,4,Police Car,Scheduled
ROUTE000047,Andaman and Nicobar Islands,Zone_10,Historical,Routine Patrol,MEDIUM,43.62,93,2027-07-06,Night,20,11.726301,92.67098,11.753561,92.655814,6,"[{""checkpoint"": 1, ""latitude"": 11.726301, ""longitude"": 92.67098}, {""checkpoint"": 2, ""latitude"": 11.72667, ""longitude"": 92.673734}, {""checkpoint"": 3, ""latitude"": 11.733798, ""longitude"": 92.673109}, {""checkpoint"": 4, ""latitude"": 11.7278, ""longitude"": 92.664146}, {""checkpoint"": 5, ""latitude"": 11.739787, ""longitude"": 92.666016}, {""checkpoint"": 6, ""latitude"": 11.753561, ""longitude"": 92.655814}]",21.52,42,4,Police Car,Scheduled
ROUTE000048,Andaman and Nicobar Islands,Zone_22,Historical,Preventive Patrol,MEDIUM,31.07,84,2026-09-06,Night,22,11.738511,92.650224,11.729774,92.68733,7,"[{""checkpoint"": 1, ""latitude"": 11.738511, ""longitude"": 92.650224}, {""checkpoint"": 2, ""latitude"": 11.745843, ""longitude"": 92.662027}, {""checkpoint"": 3, ""latitude"": 11.74041, ""longitude"": 92.671175}, {""checkpoint"": 4, ""latitude"": 11.755227, ""longitude"": 92.662109}, {""checkpoint"": 5, ""latitude"": 11.742955, ""longitude"": 92.675263}, {""checkpoint"": 6, ""latitude"": 11.735976, ""longitude"": 92.687497}, {""checkpoint"": 7, ""latitude"": 11.729774, ""longitude"": 92.68733}]",7.1,15,2,Police Motorcycle,Cancelled
ROUTE000049,Andaman and Nicobar Islands,Zone_26,AI Predicted,Preventive Patrol,MEDIUM,42.1,91,2027-05-20,Evening,18,11.721753,92.691492,11.73206,92.680742,6,"[{""checkpoint"": 1, ""latitude"": 11.721753, ""longitude"": 92.691492}, {""checkpoint"": 2, ""latitude"": 11.733728, ""longitude"": 92.682738}, {""checkpoint"": 3, ""latitude"": 11.719349, ""longitude"": 92.687383}, {""checkpoint"": 4, ""latitude"": 11.730217, ""longitude"": 92.680051}, {""checkpoint"": 5, ""latitude"": 11.724272, ""longitude"": 92.667609}, {""checkpoint"": 6, ""latitude"": 11.73206, ""longitude"": 92.680742}]",7.58,20,3,Police Motorcycle,Cancelled
ROUTE000050,Andaman and Nicobar Islands,Zone_36,AI Predicted,Routine Patrol,MEDIUM,44.13,92,2027-05-28,Night,22,11.722661,92.6817,11.710265,92.658941,4,"[{""checkpoint"": 1, ""latitude"": 11.722661, ""longitude"": 92.6817}, {""checkpoint"": 2, ""latitude"": 11.710974, ""longitude"": 92.674462}, {""checkpoint"": 3, ""latitude"": 11.712784, ""longitude"": 92.662947}, {""checkpoint"": 4, ""latitude"": 11.710265, ""longitude"": 92.658941}]",12.09,25,3,Police Car,Completed
ROUTE000051,Andaman and Nicobar Islands,Zone_21,AI Predicted,Crime Prevention Patrol,HIGH,52.77,98,2026-09-05,Morning,6,11.753661,92.657532,11.77974,92.643053,6,"[{""checkpoint"": 1, ""latitude"": 11.753661, ""longitude"": 92.657532}, {""checkpoint"": 2, ""latitude"": 11.755685, ""longitude"": 92.646777}, {""checkpoint"": 3, ""latitude"": 11.766778, ""longitude"": 92.641496}, {""checkpoint"": 4, ""latitude"": 11.780264, ""longitude"": 92.656425}, {""checkpoint"": 5, ""latitude"": 11.777336, ""longitude"": 92.647176}, {""checkpoint"": 6, ""latitude"": 11.77974, ""longitude"": 92.643053}]",19.98,27,4,Police SUV,Cancelled
ROUTE000052,Andaman and Nicobar Islands,Zone_55,AI Predicted,High-Risk Patrol,HIGH,61.83,107,2026-09-19,Night,0,11.756519,92.649857,11.739429,92.68192,7,"[{""checkpoint"": 1, ""latitude"": 11.756519, ""longitude"": 92.649857}, {""checkpoint"": 2, ""latitude"": 11.746732, ""longitude"": 92.656072}, {""checkpoint"": 3, ""latitude"": 11.748064, ""longitude"": 92.661428}, {""checkpoint"": 4, ""latitude"": 11.756722, ""longitude"": 92.672806}, {""checkpoint"": 5, ""latitude"": 11.749543, ""longitude"": 92.664853}, {""checkpoint"": 6, ""latitude"": 11.752884, ""longitude"": 92.669853}, {""checkpoint"": 7, ""latitude"": 11.739429, ""longitude"": 92.68192}]",20.23,28,5,Police Jeep,In Progress
ROUTE000053,Andaman and Nicobar Islands,Zone_2,AI Predicted,Crime Prevention Patrol,HIGH,52.96,100,2027-05-30,Evening,12,11.740074,92.664562,11.75131,92.671117,8,"[{""checkpoint"": 1, ""latitude"": 11.740074, ""longitude"": 92.664562}, {""checkpoint"": 2, ""latitude"": 11.735522, ""longitude"": 92.661572}, {""checkpoint"": 3, ""latitude"": 11.73605, ""longitude"": 92.662358}, {""checkpoint"": 4, ""latitude"": 11.747337, ""longitude"": 92.658625}, {""checkpoint"": 5, ""latitude"": 11.741014, ""longitude"": 92.656007}, {""checkpoint"": 6, ""latitude"": 11.746335, ""longitude"": 92.664432}, {""checkpoint"": 7, ""latitude"": 11.755606, ""longitude"": 92.667879}, {""checkpoint"": 8, ""latitude"": 11.75131, ""longitude"": 92.671117}]",4.95,7,4,Police Jeep,Completed
ROUTE000054,Andaman and Nicobar Islands,Zone_42,AI Predicted,Crime Prevention Patrol,HIGH,74.46,115,2026-11-24,Night,22,11.714714,92.661312,11.707673,92.664798,6,"[{""checkpoint"": 1, ""latitude"": 11.714714, ""longitude"": 92.661312}, {""checkpoint"": 2, ""latitude"": 11.718623, ""longitude"": 92.652915}, {""checkpoint"": 3, ""latitude"": 11.726711, ""longitude"": 92.657736}, {""checkpoint"": 4, ""latitude"": 11.717065, ""longitude"": 92.649165}, {""checkpoint"": 5, ""latitude"": 11.716791, ""longitude"": 92.657493}, {""checkpoint"": 6, ""latitude"": 11.707673, ""longitude"": 92.664798}]",5.48,16,6,Police SUV,In Progress
ROUTE000055,Andaman and Nicobar Islands,Zone_16,AI Predicted,High-Risk Patrol,HIGH,54.94,101,2027-06-02,Evening,18,11.725841,92.664373,11.683634,92.690007,7,"[{""checkpoint"": 1, ""latitude"": 11.725841, ""longitude"": 92.664373}, {""checkpoint"": 2, ""latitude"": 11.716832, ""longitude"": 92.676413}, {""checkpoint"": 3, ""latitude"": 11.703859, ""longitude"": 92.680664}, {""checkpoint"": 4, ""latitude"": 11.695122, ""longitude"": 92.693653}, {""checkpoint"": 5, ""latitude"": 11.690774, ""longitude"": 92.700565}, {""checkpoint"": 6, ""latitude"": 11.696099, ""longitude"": 92.694533}, {""checkpoint"": 7, ""latitude"": 11.683634, ""longitude"": 92.690007}]",15.5,44,4,Police SUV,Completed
ROUTE000056,Andaman and Nicobar Islands,Zone_3,Historical,High-Risk Patrol,HIGH,64.89,107,2026-08-07,Night,2,11.73415,92.647362,11.73888,92.617071,5,"[{""checkpoint"": 1, ""latitude"": 11.73415, ""longitude"": 92.647362}, {""checkpoint"": 2, ""latitude"": 11.724527, ""longitude"": 92.645121}, {""checkpoint"": 3, ""latitude"": 11.736638, ""longitude"": 92.634357}, {""checkpoint"": 4, ""latitude"": 11.733844, ""longitude"": 92.623707}, {""checkpoint"": 5, ""latitude"": 11.73888, ""longitude"": 92.617071}]",15.44,36,6,Police SUV,Cancelled
ROUTE000057,Andaman and Nicobar Islands,Zone_38,AI Predicted,Preventive Patrol,MEDIUM,41.28,91,2027-06-22,Night,20,11.727647,92.645128,11.760094,92.678428,8,"[{""checkpoint"": 1, ""latitude"": 11.727647, ""longitude"": 92.645128}, {""checkpoint"": 2, ""latitude"": 11.740268, ""longitude"": 92.651046}, {""checkpoint"": 3, ""latitude"": 11.751375, ""longitude"": 92.65339}, {""checkpoint"": 4, ""latitude"": 11.756568, ""longitude"": 92.66523}, {""checkpoint"": 5, ""latitude"": 11.746696, ""longitude"": 92.676821}, {""checkpoint"": 6, ""latitude"": 11.747837, ""longitude"": 92.691506}, {""checkpoint"": 7, ""latitude"": 11.746142, ""longitude"": 92.693323}, {""checkpoint"": 8, ""latitude"": 11.760094, ""longitude"": 92.678428}]",21.61,46,4,Police Motorcycle,Completed
ROUTE000058,Andaman and Nicobar Islands,Zone_53,AI Predicted,High-Risk Patrol,HIGH,51.17,97,2026-08-20,Evening,18,11.746626,92.67601,11.743577,92.671019,4,"[{""checkpoint"": 1, ""latitude"": 11.746626, ""longitude"": 92.67601}, {""checkpoint"": 2, ""latitude"": 11.733783, ""longitude"": 92.669985}, {""checkpoint"": 3, ""latitude"": 11.742898, ""longitude"": 92.675414}, {""checkpoint"": 4, ""latitude"": 11.743577, ""longitude"": 92.671019}]",17.78,32,6,Police Jeep,In Progress
ROUTE000059,Andaman and Nicobar Islands,Zone_15,Historical,Preventive Patrol,MEDIUM,42.52,93,2027-06-10,Evening,18,11.741331,92.67164,11.754866,92.676014,8,"[{""checkpoint"": 1, ""latitude"": 11.741331, ""longitude"": 92.67164}, {""checkpoint"": 2, ""latitude"": 11.731382, ""longitude"": 92.660159}, {""checkpoint"": 3, ""latitude"": 11.739574, ""longitude"": 92.657434}, {""checkpoint"": 4, ""latitude"": 11.7468, ""longitude"": 92.657898}, {""checkpoint"": 5, ""latitude"": 11.748188, ""longitude"": 92.658209}, {""checkpoint"": 6, ""latitude"": 11.748828, ""longitude"": 92.660619}, {""checkpoint"": 7, ""latitude"": 11.744588, ""longitude"": 92.663046}, {""checkpoint"": 8, ""latitude"": 11.754866, ""longitude"": 92.676014}]",7.96,14,2,Police Car,Scheduled
ROUTE000060,Andaman and Nicobar Islands,Zone_19,AI Predicted,High-Risk Patrol,HIGH,53.7,99,2026-08-30,Night,22,11.688975,92.662738,11.691036,92.670797,8,"[{""checkpoint"": 1, ""latitude"": 11.688975, ""longitude"": 92.662738}, {""checkpoint"": 2, ""latitude"": 11.693288, ""longitude"": 92.653897}, {""checkpoint"": 3, ""latitude"": 11.684442, ""longitude"": 92.659362}, {""checkpoint"": 4, ""latitude"": 11.694776, ""longitude"": 92.65466}, {""checkpoint"": 5, ""latitude"": 11.70737, ""longitude"": 92.648814}, {""checkpoint"": 6, ""latitude"": 11.699282, ""longitude"": 92.660547}, {""checkpoint"": 7, ""latitude"": 11.698803, ""longitude"": 92.668592}, {""checkpoint"": 8, ""latitude"": 11.691036, ""longitude"": 92.670797}]",17.8,25,6,Police Jeep,Cancelled
ROUTE000061,Andaman and Nicobar Islands,Zone_47,Historical,High-Risk Patrol,HIGH,65.07,107,2026-10-10,Evening,16,11.735827,92.639946,11.731521,92.635277,8,"[{""checkpoint"": 1, ""latitude"": 11.735827, ""longitude"": 92.639946}, {""checkpoint"": 2, ""latitude"": 11.722556, ""longitude"": 92.650512}, {""checkpoint"": 3, ""latitude"": 11.719616, ""longitude"": 92.653654}, {""checkpoint"": 4, ""latitude"": 11.730317, ""longitude"": 92.667682}, {""checkpoint"": 5, ""latitude"": 11.724423, ""longitude"": 92.654925}, {""checkpoint"": 6, ""latitude"": 11.724381, ""longitude"": 92.655245}, {""checkpoint"": 7, ""latitude"": 11.72969, ""longitude"": 92.641712}, {""checkpoint"": 8, ""latitude"": 11.731521, ""longitude"": 92.635277}]",10.57,15,5,Police Jeep,Scheduled
ROUTE000062,Andaman and Nicobar Islands,Zone_1,AI Predicted,Routine Patrol,MEDIUM,42.1,91,2026-08-18,Night,0,11.760205,92.643334,11.757833,92.669582,4,"[{""checkpoint"": 1, ""latitude"": 11.760205, ""longitude"": 92.643334}, {""checkpoint"": 2, ""latitude"": 11.749282, ""longitude"": 92.65067}, {""checkpoint"": 3, ""latitude"": 11.749248, ""longitude"": 92.656245}, {""checkpoint"": 4, ""latitude"": 11.757833, ""longitude"": 92.669582}]",6.91,12,4,Police Motorcycle,Completed
ROUTE000063,Andaman and Nicobar Islands,Zone_1,Historical,Routine Patrol,MEDIUM,42.1,91,2026-12-26,Evening,16,11.752604,92.627831,11.741011,92.63511,4,"[{""checkpoint"": 1, ""latitude"": 11.752604, ""longitude"": 92.627831}, {""checkpoint"": 2, ""latitude"": 11.747899, ""longitude"": 92.630381}, {""checkpoint"": 3, ""latitude"": 11.743268, ""longitude"": 92.641235}, {""checkpoint"": 4, ""latitude"": 11.741011, ""longitude"": 92.63511}]",13.32,24,2,Police Motorcycle,Completed
ROUTE000064,Andaman and Nicobar Islands,Zone_52,AI Predicted,Preventive Patrol,MEDIUM,45.13,93,2026-10-04,Evening,16,11.756839,92.646635,11.753846,92.642357,8,"[{""checkpoint"": 1, ""latitude"": 11.756839, ""longitude"": 92.646635}, {""checkpoint"": 2, ""latitude"": 11.750852, ""longitude"": 92.632096}, {""checkpoint"": 3, ""latitude"": 11.742258, ""longitude"": 92.638931}, {""checkpoint"": 4, ""latitude"": 11.730163, ""longitude"": 92.63921}, {""checkpoint"": 5, ""latitude"": 11.739431, ""longitude"": 92.642885}, {""checkpoint"": 6, ""latitude"": 11.751993, ""longitude"": 92.641967}, {""checkpoint"": 7, ""latitude"": 11.744069, ""longitude"": 92.633959}, {""checkpoint"": 8, ""latitude"": 11.753846, ""longitude"": 92.642357}]",12.11,25,2,Police Car,In Progress
ROUTE000065,Andaman and Nicobar Islands,Zone_51,AI Predicted,High-Risk Patrol,HIGH,52.48,98,2027-07-10,Evening,18,11.75159,92.664582,11.791219,92.670301,5,"[{""checkpoint"": 1, ""latitude"": 11.75159, ""longitude"": 92.664582}, {""checkpoint"": 2, ""latitude"": 11.760736, ""longitude"": 92.674973}, {""checkpoint"": 3, ""latitude"": 11.774148, ""longitude"": 92.671122}, {""checkpoint"": 4, ""latitude"": 11.781336, ""longitude"": 92.66691}, {""checkpoint"": 5, ""latitude"": 11.791219, ""longitude"": 92.670301}]",23.95,38,4,Police Jeep,Scheduled
ROUTE000066,Andaman and Nicobar Islands,Zone_55,AI Predicted,Crime Prevention Patrol,HIGH,61.83,107,2027-05-14,Morning,8,11.754865,92.628251,11.731371,92.639124,5,"[{""checkpoint"": 1, ""latitude"": 11.754865, ""longitude"": 92.628251}, {""checkpoint"": 2, ""latitude"": 11.741196, ""longitude"": 92.632025}, {""checkpoint"": 3, ""latitude"": 11.726619, ""longitude"": 92.629142}, {""checkpoint"": 4, ""latitude"": 11.728541, ""longitude"": 92.635865}, {""checkpoint"": 5, ""latitude"": 11.731371, ""longitude"": 92.639124}]",24.4,70,6,Police SUV,Completed
ROUTE000067,Andaman and Nicobar Islands,Zone_26,AI Predicted,Routine Patrol,MEDIUM,42.1,91,2027-03-04,Evening,12,11.722173,92.707219,11.74156,92.680475,8,"[{""checkpoint"": 1, ""latitude"": 11.722173, ""longitude"": 92.707219}, {""checkpoint"": 2, ""latitude"": 11.719498, ""longitude"": 92.697633}, {""checkpoint"": 3, ""latitude"": 11.720156, ""longitude"": 92.683413}, {""checkpoint"": 4, ""latitude"": 11.712537, ""longitude"": 92.680347}, {""checkpoint"": 5, ""latitude"": 11.699799, ""longitude"": 92.693852}, {""checkpoint"": 6, ""latitude"": 11.713694, ""longitude"": 92.687342}, {""checkpoint"": 7, ""latitude"": 11.727044, ""longitude"": 92.684897}, {""checkpoint"": 8, ""latitude"": 11.74156, ""longitude"": 92.680475}]",6.9,14,3,Police Motorcycle,Cancelled
ROUTE000068,Andaman and Nicobar Islands,Zone_5,AI Predicted,Routine Patrol,MEDIUM,37.41,87,2026-11-01,Evening,16,11.724101,92.647931,11.732536,92.643497,8,"[{""checkpoint"": 1, ""latitude"": 11.724101, ""longitude"": 92.647931}, {""checkpoint"": 2, ""latitude"": 11.733629, ""longitude"": 92.649308}, {""checkpoint"": 3, ""latitude"": 11.725318, ""longitude"": 92.662715}, {""checkpoint"": 4, ""latitude"": 11.73911, ""longitude"": 92.653153}, {""checkpoint"": 5, ""latitude"": 11.739299, ""longitude"": 92.654278}, {""checkpoint"": 6, ""latitude"": 11.744263, ""longitude"": 92.654889}, {""checkpoint"": 7, ""latitude"": 11.732936, ""longitude"": 92.6523}, {""checkpoint"": 8, ""latitude"": 11.732536, ""longitude"": 92.643497}]",8.13,11,3,Police Motorcycle,Scheduled
ROUTE000069,Andaman and Nicobar Islands,Zone_44,Historical,Routine Patrol,MEDIUM,42.6,92,2027-05-27,Morning,6,11.759656,92.666716,11.778166,92.649069,4,"[{""checkpoint"": 1, ""latitude"": 11.759656, ""longitude"": 92.666716}, {""checkpoint"": 2, ""latitude"": 11.756653, ""longitude"": 92.661606}, {""checkpoint"": 3, ""latitude"": 11.768437, ""longitude"": 92.654919}, {""checkpoint"": 4, ""latitude"": 11.778166, ""longitude"": 92.649069}]",9.31,21,2,Police Motorcycle,Scheduled
ROUTE000070,Andaman and Nicobar Islands,Zone_9,Historical,Routine Patrol,MEDIUM,44.13,92,2026-08-07,Evening,12,11.7602,92.670152,11.783934,92.649899,4,"[{""checkpoint"": 1, ""latitude"": 11.7602, ""longitude"": 92.670152}, {""checkpoint"": 2, ""latitude"": 11.773089, ""longitude"": 92.656686}, {""checkpoint"": 3, ""latitude"": 11.770515, ""longitude"": 92.650473}, {""checkpoint"": 4, ""latitude"": 11.783934, ""longitude"": 92.649899}]",16.03,33,4,Police Motorcycle,In Progress
ROUTE000071,Andaman and Nicobar Islands,Zone_44,Historical,Routine Patrol,MEDIUM,42.6,92,2026-08-01,Night,2,11.757912,92.664084,11.771202,92.656586,4,"[{""checkpoint"": 1, ""latitude"": 11.757912, ""longitude"": 92.664084}, {""checkpoint"": 2, ""latitude"": 11.767628, ""longitude"": 92.659031}, {""checkpoint"": 3, ""latitude"": 11.777344, ""longitude"": 92.647888}, {""checkpoint"": 4, ""latitude"": 11.771202, ""longitude"": 92.656586}]",21.77,33,4,Police Car,Cancelled
ROUTE000072,Andaman and Nicobar Islands,Zone_59,AI Predicted,Crime Prevention Patrol,HIGH,52.66,99,2027-06-18,Evening,12,11.73611,92.657055,11.763453,92.663968,5,"[{""checkpoint"": 1, ""latitude"": 11.73611, ""longitude"": 92.657055}, {""checkpoint"": 2, ""latitude"": 11.750203, ""longitude"": 92.66269}, {""checkpoint"": 3, ""latitude"": 11.747707, ""longitude"": 92.673917}, {""checkpoint"": 4, ""latitude"": 11.749487, ""longitude"": 92.659862}, {""checkpoint"": 5, ""latitude"": 11.763453, ""longitude"": 92.663968}]",9.02,14,6,Police Jeep,In Progress
ROUTE000073,Andaman and Nicobar Islands,Zone_26,AI Predicted,Preventive Patrol,MEDIUM,42.1,91,2027-04-02,Evening,16,11.715208,92.710679,11.697585,92.699775,8,"[{""checkpoint"": 1, ""latitude"": 11.715208, ""longitude"": 92.710679}, {""checkpoint"": 2, ""latitude"": 11.707377, ""longitude"": 92.706844}, {""checkpoint"": 3, ""latitude"": 11.713356, ""longitude"": 92.69987}, {""checkpoint"": 4, ""latitude"": 11.724302, ""longitude"": 92.698683}, {""checkpoint"": 5, ""latitude"": 11.709409, ""longitude"": 92.684882}, {""checkpoint"": 6, ""latitude"": 11.711307, ""longitude"": 92.685127}, {""checkpoint"": 7, ""latitude"": 11.699378, ""longitude"": 92.693919}, {""checkpoint"": 8, ""latitude"": 11.697585, ""longitude"": 92.699775}]",6.24,12,4,Police Motorcycle,Scheduled
